Article Title,Cited,Impact Factor,altmetric_score,DOI,retracted,severity_category
Propranolol for migraine prophylaxis (Pub 2),5.0,8.8,9.25,10.1002/14651858.CD003225.pub3,yes,Minor
Trimetazidine for stable angina (Pub 2),18.0,8.8,80.25,10.1002/14651858.CD003614.pub3,yes,Minor
Nutrition support for bone marrow transplant patients,2.0,8.8,6.0,10.1002/14651858.CD002920.pub4,yes,Minor
Connecting endoplasmic reticulum stress to autophagy through IRE1/JNK/beclin‑1 in breast cancer cells,1.0,5.7,8.0,10.3892/ijmm.2021.4997,yes,Critical
A Polynomial Time Algorithm for 3SAT,93.0,0.8,66.55000000000003,10.1145/3460950,yes,Minor
Extracellular vesicle-associated microRNA-221-3p secreted by drug-resistant lung cancer cells targets HMBOX1 to promote the progression of lung cancer,2.0,4.8,1.0,10.1038/s41417-021-00364-y,yes,Administrative
MicroRNA-200b inhibits the growth and metastasis of glioma cells via targeting ZEB2,1.0,4.5,0.25,10.3892/ijo.2021.5245,yes,Critical
MicroRNA‑148a inhibits the proliferation and promotes the paclitaxel‑induced apoptosis of ovarian cancer cells by targeting PDIA3,2.0,3.4,7.33,10.3892/mmr.2021.12294,yes,Critical
MicroRNA‑128 suppresses cell growth and metastasis in colorectal carcinoma by targeting IRS1,1.0,3.8,0.25,10.3892/or.2021.8140,yes,Critical
"PAX6, a novel target of miR-335, inhibits cell proliferation and invasion in glioma cells",1.0,3.4,5.08,10.3892/mmr.2021.12299,yes,Critical
microRNA-195 functions as a tumor suppressor by inhibiting CBX4 in hepatocellular carcinoma,7.0,3.8,13.58,10.3892/or.2021.8145,yes,Critical
MicroRNA‑148a inhibits migration and invasion of ovarian cancer cells via targeting sphingosine‑1‑phosphate receptor 1,2.0,3.4,7.33,10.3892/mmr.2021.12298,yes,Critical
MicroRNA‑154 functions as a tumor suppressor in osteosarcoma by targeting Wnt5a,1.0,3.8,0.25,10.3892/or.2021.8130,yes,Critical
"Recalibrating scale, rupturing coloniality: On relational ethnography and its postcolonial reckonings",6.0,0.8,4.2,10.1177/14661381211024858,yes,Critical
MicroRNA-19a and -19b regulate cervical carcinoma cell proliferation and invasion by targeting CUL5,1.0,9.1,3.0,10.1016/j.canlet.2021.07.003,yes,Critical
Radioisotopes for metastatic bone pain (Pub 2),6.0,8.8,12.5,10.1002/14651858.CD003347.pub3,yes,Minor
Surgery for thumb (trapeziometacarpal joint) osteoarthritis (Pub 2),1.0,8.8,3.0,10.1002/14651858.CD004631.pub5,yes,Minor
Interventions for fatigue and weight loss in adults with advanced progressive illness,1.0,8.8,3.0,10.1002/14651858.CD008427.pub3,yes,Minor
Formulas containing hydrolysed protein for prevention of allergy and food intolerance in infants (Pub 2),3.0,8.8,13.0,10.1002/14651858.CD003664.pub5,yes,Minor
Fam208a orchestrates interaction protein network essential for early embryonic development and cell division,3.0,3.3,1.0,10.1016/j.yexcr.2021.112718,yes,Moderate
Celecoxib for rheumatoid arthritis,2.0,8.8,6.0,10.1002/14651858.CD003831.pub2,yes,Minor
Hypnosis for children undergoing dental treatment (Pub 2),11.0,8.8,6.2,10.1002/14651858.CD007154.pub3,yes,Minor
Drugs for preventing postoperative nausea and vomiting (Pub 2),19.0,8.8,23.108,10.1002/14651858.CD004125.pub3,yes,Critical
Long‐term bladder management by intermittent catheterisation in adults and children (Pub 2),6.0,8.8,13.0,10.1002/14651858.CD006008.pub4,yes,Critical
Anticonvulsants for fibromyalgia,20.0,8.8,16.9,10.1002/14651858.CD010782.pub2,yes,Major
Electrical cardioversion for atrial fibrillation and flutter (Pub 2),1.0,8.8,3.0,10.1002/14651858.CD002903.pub3,yes,Minor
Transcendental meditation for the primary prevention of cardiovascular disease (Pub 2),27.0,8.8,37.296,10.1002/14651858.CD010359.pub3,yes,Minor
Chemoimmunotherapy versus chemotherapy for metastatic malignant melanoma (Pub 2),2.0,8.8,6.0,10.1002/14651858.CD005413.pub3,yes,Minor
Systemic treatments for metastatic cutaneous melanoma,1.0,8.8,8.0,10.1002/14651858.CD001215.pub2,yes,Minor
Extraction of primary (baby) teeth for unerupted palatally displaced permanent canine teeth in children (pub 2),1.0,8.8,3.0,10.1002/14651858.CD004621.pub4,yes,Minor
Angioplasty (versus non surgical management) for intermittent claudication,4.0,8.8,3.25,10.1002/14651858.CD000017.pub2,yes,Minor
Surgical interventions for treating distal radial fractures in adults,1.0,8.8,4.0,10.1002/14651858.CD003209.pub2,yes,Minor
Interventions for treating wrist fractures in children (Pub 2),6.0,8.8,14.0,10.1002/14651858.CD004576.pub3,yes,Minor
Effects of Vitamin K2 on Osteoporosis,13.0,2.6,11.75,10.2174/138161282719210608092930,yes,Critical
Downregulation of lncRNA GAS5 confers tamoxifen resistance by activating miR-222 in breast cancer,1.0,9.1,0.5,10.1016/j.canlet.2021.07.004,yes,Critical
"Recruitment of Tiam1 to Semaphorin 4D activates Rac and enhances proliferation, invasion and metastasis in oral squamous cell carcinoma",2.0,6.3,11.25,10.1016/j.neo.2021.07.003,yes,Major
"Differential effects of valproic acid on growth, proliferation and metastasis in HTB5 and HTB9 bladder cancer cell lines",20.0,9.1,6.04,10.1016/j.canlet.2021.08.010,yes,Critical
MicroRNA-186 promotes macrophage lipid accumulation and secretion of pro-inflammatory cytokines by targeting cystathionine γ-lyase in THP-1 macrophages,2.0,4.9,0.5,10.1016/j.atherosclerosis.2021.06.923,yes,Critical
"MicroRNA-27a/b regulates cellular cholesterol efflux, influx and esterification/hydrolysis in THP-1 macrophages",2.0,4.9,3.5,10.1016/j.atherosclerosis.2021.06.919,yes,Critical
Apolipoprotein A-1 binding protein promotes macrophage cholesterol efflux by facilitating apolipoprotein A-1 binding to ABCA1 and preventing ABCA1 degradation,3.0,4.9,4.0,10.1016/j.atherosclerosis.2021.06.922,yes,Critical
Diosgenin inhibits atherosclerosis via suppressing the MiR-19b-induced downregulation of ATP-binding cassette transporter A1,2.0,4.9,0.75,10.1016/j.atherosclerosis.2021.06.921,yes,Critical
MicroRNA-19b promotes macrophage cholesterol accumulation and aortic atherosclerosis by targeting ATP-binding cassette transporter A1,2.0,4.9,1.25,10.1016/j.atherosclerosis.2021.06.920,yes,Critical
Experimental Assessment of Carbon Dioxide Content in Inhaled Air With or Without Face Masks in Healthy Children: A Randomized Clinical Trial,28034.0,24.7,13894.82800000222,10.1001/jamapediatrics.2021.3252,yes,Critical
Grommets (ventilation tubes) for recurrent acute otitis media in children,1.0,8.8,3.0,10.1002/14651858.CD004741.pub3,yes,Minor
Nursing record systems: effects on nursing practice and healthcare outcomes (Pub 2),3.0,8.8,0.25,10.1002/14651858.CD002099.pub3,yes,Minor
Treatments for adults with prominent lower front teeth (Pub 2),14.0,8.8,4.7,10.1002/14651858.CD006963.pub3,yes,Minor
Pregnancy Outcomes Among Individuals Who Enrolled Compared With Declined Enrollment in A Randomized Trial of Induction Versus Expectant Management (ARRIVE),1.0,5.7,0.5,10.1097/AOG.0000000000004437,yes,Minor
Gut microbiome signatures of risk and prodromal markers of Parkinson's disease,29.0,8.1,28.65,10.1002/ana.26151,yes,Minor
Low vision rehabilitation in improving the quality of life for patients with impaired vision: A systematic review and meta-analysis of 52 randomized clinical trials,2.0,1.3,10.0,10.1097/MD.0000000000026669,yes,Administrative
Comment on an article: Osteoporosis in the age of COVID-19 patients,1.0,4.2,0.5,10.1007/s00198-021-06031-0,yes,Moderate
Resorbable versus titanium plates for facial fractures (Pub 2),11.0,8.8,13.85,10.1002/14651858.CD007158.pub3,yes,Minor
Techniques to ascertain correct endotracheal tube placement in neonates (pub 2),5.0,8.8,3.2,10.1002/14651858.CD010221.pub3,yes,Minor
Ear drops for the removal of ear wax,9.0,8.8,26.25,10.1002/14651858.CD004326.pub3,yes,Minor
Topical and systemic antifungal therapy for the symptomatic treatment of chronic rhinosinusitis (pub 2),3.0,8.8,4.5,10.1002/14651858.CD008263.pub3,yes,Minor
Traditional Chinese medicinal herbs for the treatment of idiopathic chronic fatigue and chronic fatigue syndrome (pub 2),4.0,8.8,4.5,10.1002/14651858.CD006348.pub3,yes,Minor
Effects of Type IV Collagen and Laminin on the Cryopreservation of Human Embryonic Stem Cells,2.0,4,3.0,10.1634/stemcells.2005-0656,yes,Critical
Ammonia synthesis by N2 and steam electrolysis in molten hydroxide suspensions of nanoscale Fe2O3,56.0,44.7,136.952,10.1126/science.abe0412,yes,Critical
Neurological complications of congenital heart disease,1.0,2.1,3.0,10.1007/s12098-019-03013-3,yes,Minor
Assessment of Intraoperative Flow Measurement as a Quality Control During Carotid Endarterectomy,1.0,2.5,5.04,10.1177/14574969211031058,yes,Moderate
Exploring the microbiome and mindfulness connection,6.0,2.4,2.35,10.2144/fsoa-2020-0006r1,yes,Major
Efficacy and safety of acupuncture therapy for asymptomatic infection of COVID-19: A protocol for systematic review and meta-analysis,16.0,1.3,8.95,10.1097/MD.0000000000025227,yes,Moderate
"Evaluation of the Safety and Efficacy of Bremelanotide, a Melanocortin Receptor Agonist, in Female Subjects with Arousal Disorder: A Double-Blind Placebo-Controlled, Fixed Dose, Randomized Study",19.0,3.3,24.75,10.1111/j.1743-6109.2007.00698.x,yes,Critical
Melatonin renders neuroprotection by protein kinase C mediated aquaporin-4 inhibition in animal model of focal cerebral ischemia,1.0,5.2,5.04,10.1016/j.lfs.2021.119209,yes,Major
The effects of perceptual load in processing emotional facial expression in psychotic disorders,34.0,4.2,26.24,10.1016/j.psychres.2021.114077,yes,Moderate
Psychotherapy for depression among incurable cancer patients,1.0,8.8,3.0,10.1002/14651858.CD005537.pub3,yes,Critical
Iodine supplementation for preventing iodine deficiency disorders in children (Pub2),8.0,8.8,12.0,10.1002/14651858.CD003819.pub3,yes,Minor
Hand and ultrasonic instrumentation for orthograde root canal treatment of permanent teeth (Pub 3),8.0,8.8,4.2,10.1002/14651858.CD006384.pub4,yes,Moderate
Ozone therapy for the treatment of dental caries (Pub 2),12.0,8.8,15.68,10.1002/14651858.CD004153.pub3,yes,Moderate
Regulation of MAP kinase-directed mitogenic and protein kinase B-mediated signaling by cannabinoid receptor type 1 in skeletal muscle cells,3.0,6.2,8.33,10.2337/db21-rt08a,yes,Major
Antistreptococcal interventions for guttate and chronic plaque psoriasis,1.0,8.8,3.0,10.1002/14651858.CD001976.pub2,yes,Minor
Mitochondrial substrate availability and its role in lipid-induced insulin resistance and proinflammatory signaling in skeletal muscle,5.0,6.2,9.08,10.2337/db21-rt08b,yes,Major
Interventions for treating obesity in children,6.0,8.8,20.08,10.1002/14651858.CD001872.pub3,yes,Minor
Methylene blue photochemical treatment as a reliable SARS-CoV-2 plasma virus inactivation method for blood safety and convalescent plasma therapy for COVID-19,102.0,3.4,79.62000000000003,10.1186/s12879-021-05993-0,yes,Major
Methylene blue photochemical treatment as a reliable SARS-CoV-2 plasma virus inactivation method for blood safety and convalescent plasma therapy for COVID-19,102.0,3.4,79.62000000000003,10.1186/s12879-021-06344-9,yes,Critical
Gluten- and casein-free diets for autistic spectrum disorder (Pub 2),9.0,8.8,7.7,10.1002/14651858.CD003498.pub4,yes,Minor
Can Traditional Fermented Food Products Protect Mothers Against Lactational Mastitis,25.0,2.1,9.45,10.1089/bfm.2019.0261.retract,yes,Major
"Synthesis of Biologically Active Nickelocenyl–Amino Acid Conjugates Using 1,3-Dipolar Cycloaddition Click Reactions",1.0,0.9,3.0,10.1134/S1070363221040290,yes,Critical
Computational fluid dynamics modeling of the millisecond methane steam reforming in microchannel reactors for hydrogen production,6.0,3.9,5.35,10.1039/D1RA90094C,yes,Moderate
Protective effect of Viburnum grandiflorum against ultraviolet-B radiation-induced cellular and molecular changes in human epidermal keratinocytes,1.0,0.6,0.25,10.4103/0973-1296.312818,yes,Minor
Types of variables in medical research,1.0,0.2,0.5,10.4103/2395-5414.304535,yes,Moderate
Interventions for guttate psoriasis,1.0,8.8,3.0,10.1002/14651858.CD001213.pub2,yes,Minor
Flossing for the management of periodontal diseases and dental caries in adults (Pub 2),276.0,8.8,563.3779999999999,10.1002/14651858.CD008829.pub3,yes,Minor
Deprivation of L-Arginine Induces Oxidative Stress Mediated Apoptosis in Leishmania donovani Promastigotes: Contribution of the Polyamine Pathway,7.0,3.4,16.04,10.1371/journal.pntd.0009580,yes,Critical
Interdental brushing for the prevention and control of periodontal diseases and dental caries in adults (Pub 2),79.0,8.8,93.28,10.1002/14651858.CD009857.pub3,yes,Minor
Nuclear Factor-Kappa B1 Inhibits Early Apoptosis of Glioma Cells by Promoting the Expression of Bcl-2,2.0,2.7,1.25,10.2147/OTT.S326514,yes,Critical
Circ_0105346 Knockdown Inhibits Osteosarcoma Development via Regulating miR-1182/WNT7B Axis,1.0,2.5,0.25,10.2147/CMAR.S326513,yes,Critical
Role of aflatoxin toxicity on transmissibility and pathogenicity of H9N2 avian influenza virus in turkeys,3.0,2.5,1.0,10.1080/03079457.2021.1951486,yes,Moderate
Guided tissue regeneration for periodontal infra-bony defects (Pub 2),22.0,8.8,20.45,10.1002/14651858.CD001724.pub3,yes,Minor
Complete or ultraconservative removal of decayed tissue in unfilled teeth (pub 2),3.0,8.8,7.5,10.1002/14651858.CD003808.pub4,yes,Minor
Interventions for replacing missing teeth: partially absent dentition (Pub 2),13.0,8.8,5.55,10.1002/14651858.CD003814.pub3,yes,Minor
Peripheral nerve blocks for postoperative pain after major knee surgery (Pub 2),25.0,8.8,11.55,10.1002/14651858.CD010937.pub3,yes,Moderate
RhoA activation and interaction with Caveolin-1 are critical for pressure-induced myogenic tone in rat mesenteric resistance arteries,2.0,10.2,1.0,10.1093/cvr/cvab219,yes,Critical
On a general class of regular rotating black holes based on a smeared mass distribution,8.0,4.3,1.5,10.1016/j.physletb.2021.136207,yes,Critical
Boundary behaviors for linear systems of subsolutions of the stationary Schrödinger equation,1.0,1.5,5.08,10.1186/s13660-021-02621-y,yes,Critical
Machine learning approaches for estimation of sediment settling velocity,1.0,5.9,0.25,10.1016/j.jhydrol.2020.125678,yes,Moderate
Co-designing technology with people with dementia and their carers: Exploring user perspectives when co-creating a mobile health application,5.0,1.6,8.89,10.1111/opn.12392,yes,Critical
Rhodium nanocubes and nanotripods for highly sensitive ultraviolet surface-enhanced Raman spectroscopy,1.0,3.6,5.08,10.1039/D1AN90061G,yes,Critical
Dual roles of miR-374a by modulated c-Jun respectively targets CCND1-inducing PI3K/AKT signal and PTEN-suppressing Wnt/β-catenin signaling in non-small-cell lung cancer,2.0,8.1,0.5,10.1038/s41419-021-03974-4,yes,Moderate
Exosomes Mediate LTB4 Release during Neutrophil Chemotaxis,24.0,7.8,22.83,10.1371/journal.pbio.3001320,yes,Critical
Uterine myomas: Clinical impact and pathophysiological bases,1.0,2.1,0.5,10.1016/j.ejogrb.2020.01.043,yes,Moderate
"Silibinin ameliorates arsenic induced nephrotoxicity by abrogation of oxidative stress, inflammation and apoptosis in rats",1.0,2.6,5.08,10.1007/s11033-021-06475-x,yes,Critical
Circ-DENND4C up-regulates TCF4 expression to modulate hepatocellular carcinoma cell proliferation and apoptosis via activating Wnt/β-catenin signal pathway,1.0,5.3,0.25,10.1186/s12935-021-02029-0,yes,Critical
"Childhood nosocomial viral acute respiratory tract infections in teaching hospital Anuradhapura, Sri Lanka",2.0,1.6,1.0,10.1186/s13104-021-05676-8,yes,Major
Dominant B cell receptor clones in peripheral blood predict onset of arthritis in individuals at risk for rheumatoid arthritis,17.0,20.3,11.6,10.1136/annrheumdis-2017-211351ret,yes,Minor
Interventions for skin changes caused by nerve damage in leprosy (Pub 3),6.0,8.8,4.75,10.1002/14651858.CD004833.pub4,yes,Moderate
Transplantation of Mouse Induced Pluripotent Stem Cell-Derived Podocytes in a Mouse Model of Membranous Nephropathy Attenuates Proteinuria,4.0,3.8,1.85,10.1038/s41598-021-93174-z,yes,Major
Discovery of iron-sensing bacterial riboswitches,201.0,12.9,181.96,10.1038/s41589-020-00665-7,yes,Critical
Complex societies precede moralizing gods throughout world history,2022.0,50.5,1755.9520000000036,10.1038/s41586-021-03656-3,yes,Moderate
"MicroRNA-497 accelerates apoptosis while inhibiting proliferation, migration, and invasion through negative regulation of the MAPK/ERK signaling pathway via RAF-1",1.0,4.5,0.25,10.1002/jcp.30473,yes,Critical
High expression of TCF12 contributes to gastric cancer development via being target regulated by miR-183 and activating PI3K/AKT pathway,1.0,3,0.25,10.1002/jcb.30068,yes,Critical
